second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
155,2:35,,,,,,[Speaker 4] 21 21 กรกฎาคม ค่ะ,
156,2:36,,,,,[Speaker 2] ตอนนี้เนี่ยทางเอ็มไพร์เนี่ยจะเปลี่ยนเขี…,,
157,2:37,,,,,[Speaker 2] ตอนนี้เนี่ยทางเอ็มไพร์เนี่ยจะเปลี่ยนเขี…,[Speaker 2] อืม ลง ทุน วัน ที่ 16,
158,2:38,,,,,,[Speaker 2] อืม ลง ทุน วัน ที่ 16,
159,2:39,,,,,[Speaker 1] ครับ,,
160,2:40,,,,,[Speaker 2] แล้วถ้าเกิดเราบอกว่าเราไม่ค่อยมีความเชี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
161,2:41,,,,,[Speaker 2] แล้วถ้าเกิดเราบอกว่าเราไม่ค่อยมีความเชี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
162,2:42,,,,,[Speaker 2] แล้วถ้าเกิดเราบอกว่าเราไม่ค่อยมีความเชี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
163,2:43,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
164,2:44,,,,,[Speaker 2] อ๋อเออว่ะ เออ มันมันจะขัดหรือเปล่า,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
165,2:45,,,,,[Speaker 2] อ๋อเออว่ะ เออ มันมันจะขัดหรือเปล่า,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
166,2:46,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
167,2:47,,,,,[Speaker 2] เพราะเดี๋ยวจะให้ด๊อกเตอร์เอาไปเทคยังไง,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
168,2:48,,,,,[Speaker 2] มีรายการด้วย เออ,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
169,2:49,,,,,[Speaker 2] มีรายการด้วย เออ,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
170,2:50,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
171,2:51,,,,,[Speaker 2] ใช่ พีอาร์ก็เทคเลย,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
172,2:52,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
173,2:53,,,,,[Speaker 2] เออ,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
174,2:54,,,,,[Speaker 2] ก็ยุ่งงานเนาะ น่าจะ,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
175,2:55,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
176,2:56,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
177,2:57,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
178,2:58,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
179,2:59,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
180,3:00,,,,,[Speaker 1] ไม่ก็ก็อาจจะบอกว่าเอ่ออาจอยากโฟกัสตรงนี…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
181,3:01,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
182,3:02,,,,,[Speaker 1] เออ,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
183,3:03,,,,,[Speaker 1] ไป,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
184,3:04,,,,,[Speaker 1] ไป,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
185,3:05,,,,,[Speaker 1] เสริมศักยภาพ แล้วก็จะลองดูว่าคนที่แม่นต…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
186,3:06,,,,,[Speaker 1] เสริมศักยภาพ แล้วก็จะลองดูว่าคนที่แม่นต…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
187,3:07,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
188,3:08,,,,,[Speaker 1] ไม่ได้บอกว่าเราไม่เก่งนะ หาคนที่ตรงกว่า…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
189,3:09,,,,,[Speaker 1] ไม่ได้บอกว่าเราไม่เก่งนะ หาคนที่ตรงกว่า…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
190,3:10,,,,,[Speaker 1] ไม่ได้บอกว่าเราไม่เก่งนะ หาคนที่ตรงกว่า…,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
191,3:11,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
192,3:12,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
193,3:13,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
194,3:14,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
195,3:15,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
196,3:16,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
197,3:17,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
198,3:18,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
199,3:19,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
200,3:20,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
201,3:21,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
202,3:22,,,,,,[Speaker 1] อ่า งั้น ก็ ไป ไป แทรก เข้า ไป ใน วัน ท…,
203,3:23,,,,,,,
204,3:24,,,,,,[Speaker 1] แล้ว ก็ โทร บอก บอร์ด เอา,
205,3:25,,,,,,,
206,3:26,,,,,,,
207,3:27,,,,,,[Speaker 2] ไม่ ต้อง บอก ผม ผม รับ ทราบ แล้ว แล้ว ก…,
208,3:28,,,,,,[Speaker 2] ไม่ ต้อง บอก ผม ผม รับ ทราบ แล้ว แล้ว ก…,
209,3:29,,,,,,[Speaker 2] ไม่ ต้อง บอก ผม ผม รับ ทราบ แล้ว แล้ว ก…,
210,3:30,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
211,3:31,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
212,3:32,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
213,3:33,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
214,3:34,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
215,3:35,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
216,3:36,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
217,3:37,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
218,3:38,,,,,,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
219,3:39,,,,,[Speaker 1] โอเคงั้นก็ไปไปบอกประธานครับบอกประธานเพิ…,[Speaker 2] คือ ผม ขอ ให้ เหตุ ผล มัน คือ ประมาณ ว่…,
220,3:40,,,,,[Speaker 1] โอเคงั้นก็ไปไปบอกประธานครับบอกประธานเพิ…,,
221,3:41,,,,,[Speaker 1] โอเคงั้นก็ไปไปบอกประธานครับบอกประธานเพิ…,[Speaker 2] เข้า มา คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม จ…,
222,3:42,,,,,,[Speaker 2] เข้า มา คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม จ…,
223,3:43,,,,,[Speaker 1] แล้วเราก็,[Speaker 2] เข้า มา คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม จ…,
224,3:44,,,,,[Speaker 1] แล้วเราก็,[Speaker 2] เข้า มา คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม จ…,
225,3:45,,,,,,[Speaker 4] ถ้า เขียน ให้,
226,3:46,,,,,[Speaker 1] ไปสรุปบรรจุ,[Speaker 4] ถ้า เขียน ให้,
227,3:47,,,,,[Speaker 1] ไปสรุปบรรจุ,,
228,3:48,,,,,,,
229,3:49,,,,,,,
230,3:50,,,,,,,
231,3:51,,,,,,[Speaker 2] ที นี้ ที นี้ คือ เวลา โทร ไป บอก โทร ไ…,
232,3:52,,,,,[Speaker 1] ถ้าอย่างนี้มันก็จะง่ายโดยที่,[Speaker 2] ที นี้ ที นี้ คือ เวลา โทร ไป บอก โทร ไ…,
233,3:53,,,,,[Speaker 1] ถ้าอย่างนี้มันก็จะง่ายโดยที่,[Speaker 2] ที นี้ ที นี้ คือ เวลา โทร ไป บอก โทร ไ…,
234,3:54,,,,,[Speaker 1] ไม่ค่อยไป,[Speaker 2] ที นี้ ที นี้ คือ เวลา โทร ไป บอก โทร ไ…,
235,3:55,,,,,[Speaker 1] ไม่ค่อยไป,[Speaker 2] ที นี้ ที นี้ คือ เวลา โทร ไป บอก โทร ไ…,
236,3:56,,,,,,,
237,3:57,,,,,[Speaker 1] ถ้าไปเปรียบเทียบว่ามีประชุมอีกครั้งนึง,,
238,3:58,,,,,[Speaker 1] บอร์ดหลายคนอาจจะไม่สบายใจ,[Speaker 1] มี คำ ถาม เพราะ ว่า ตอน เนี้ย ทาง เอ็มไ…,
239,3:59,,,,,,[Speaker 1] มี คำ ถาม เพราะ ว่า ตอน เนี้ย ทาง เอ็มไ…,
240,4:00,,,,,[Speaker 1] ไปเพิ่มวาระ,[Speaker 1] มี คำ ถาม เพราะ ว่า ตอน เนี้ย ทาง เอ็มไ…,
241,4:01,,,,,,[Speaker 1] มี คำ ถาม เพราะ ว่า ตอน เนี้ย ทาง เอ็มไ…,
242,4:02,,,,,,[Speaker 1] มี คำ ถาม เพราะ ว่า ตอน เนี้ย ทาง เอ็มไ…,
243,4:03,,,,,[Speaker 1] แล้วแต่ว่ารับปุ๊บก็ไปทำ,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
244,4:04,,,,,[Speaker 1] แล้วแต่ว่ารับปุ๊บก็ไปทำ,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
245,4:05,,,,,,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
246,4:06,,,,,[Speaker 1] เราไปเปลี่ยนมติไว้เลย,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
247,4:07,,,,,[Speaker 1] เราไปเปลี่ยนมติไว้เลย,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
248,4:08,,,,,[Speaker 1] ก็จะได้เปลี่ยนมติเสร็จนับดู,[Speaker 2] แล้ว ถ้า เกิด เรา บอก ว่า เรา ไม่ ค่อย …,
249,4:09,,,,,[Speaker 1] ก็จะได้เปลี่ยนมติเสร็จนับดู,,
250,4:10,,,,,[Speaker 1] ก็จะได้เปลี่ยนมติเสร็จนับดู,[Speaker 4] เพราะ เดี๋ยว จะ มี ราย การ ดู เทรด ยัง …,
251,4:11,,,,,,[Speaker 4] เพราะ เดี๋ยว จะ มี ราย การ ดู เทรด ยัง …,
252,4:12,,,,,[Speaker 1] เปลี่ยนมติเหตุผลที่บอกว่ารับมติ,[Speaker 4] เพราะ เดี๋ยว จะ มี ราย การ ดู เทรด ยัง …,
253,4:13,,,,,,[Speaker 4] เพราะ เดี๋ยว จะ มี ราย การ ดู เทรด ยัง …,
254,4:14,,,,,[Speaker 1] ให้เเจ้งดู ดูเสร็จส่งให้,[Speaker 4] เพราะ เดี๋ยว จะ มี ราย การ ดู เทรด ยัง …,
255,4:15,,,,,[Speaker 1] ให้เเจ้งดู ดูเสร็จส่งให้,[Speaker 2] เออ ก็ ยุ่ง น่ะ,
256,4:16,,,,,,[Speaker 2] เออ ก็ ยุ่ง น่ะ,
257,4:17,,,,,[Speaker 1] เราไปใส่ในบอร์ดได้,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
258,4:18,,,,,[Speaker 1] เราไปใส่ในบอร์ดได้,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
259,4:19,,,,,[Speaker 1] แล้วปุ้มก็จะโทรไปขอประธานขอ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
260,4:20,,,,,[Speaker 1] แล้วปุ้มก็จะโทรไปขอประธานขอ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
261,4:21,,,,,[Speaker 1] แล้วปุ้มก็จะโทรไปขอประธานขอ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
262,4:22,,,,,[Speaker 1] บอร์ดสักคนว่า,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
263,4:23,,,,,[Speaker 1] บอร์ดสักคนว่า,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
264,4:24,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
265,4:25,,,,,[Speaker 1] จะขอให้มีมีนะอย่างนี้เนื่องจากมี3เรื่อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
266,4:26,,,,,[Speaker 1] จะขอให้มีมีนะอย่างนี้เนื่องจากมี3เรื่อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
267,4:27,,,,,[Speaker 1] จะขอให้มีมีนะอย่างนี้เนื่องจากมี3เรื่อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
268,4:28,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
269,4:29,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
270,4:30,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
271,4:31,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
272,4:32,,,,,[Speaker 1] ครับ แล้วหลังจากนั้นเราก็เพียงจะ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
273,4:33,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
274,4:34,,,,,[Speaker 1] รับทราบ รับทราบ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
275,4:35,,,,,[Speaker 1] รับทราบ รับทราบ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
276,4:36,,,,,[Speaker 1] รับทราบ รับทราบ,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
277,4:37,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
278,4:38,,,,,[Speaker 1] มติบอร์ดที่ให้คุณปุ้มลาออกจากบริษัทไปตั…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
279,4:39,,,,,[Speaker 1] มติบอร์ดที่ให้คุณปุ้มลาออกจากบริษัทไปตั…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
280,4:40,,,,,[Speaker 1] มติบอร์ดที่ให้คุณปุ้มลาออกจากบริษัทไปตั…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
281,4:41,,,,,[Speaker 1] มติบอร์ดที่ให้คุณปุ้มลาออกจากบริษัทไปตั…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
282,4:42,,,,,[Speaker 1] มติบอร์ดที่ให้คุณปุ้มลาออกจากบริษัทไปตั…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
283,4:43,,,,,[Speaker 1] ก็ได้เป็นสรุปแค่นั้น ถ้าเผื่อจำเป็นเนี่…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
284,4:44,,,,,[Speaker 1] ก็ได้เป็นสรุปแค่นั้น ถ้าเผื่อจำเป็นเนี่…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
285,4:45,,,,,[Speaker 1] ก็ได้เป็นสรุปแค่นั้น ถ้าเผื่อจำเป็นเนี่…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
286,4:46,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
287,4:47,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
288,4:48,,,,,[Speaker 1] แต่ถ้าไม่จำเป็นไม่ต้องทราบบอกประมาณนี้โ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
289,4:49,,,,,[Speaker 1] แต่ถ้าไม่จำเป็นไม่ต้องทราบบอกประมาณนี้โ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
290,4:50,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
291,4:51,,,,,[Speaker 1] แค่นั้นเองถามว่าบอร์ดต้องทราบมั้ยจริงจร…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
292,4:52,,,,,[Speaker 1] แค่นั้นเองถามว่าบอร์ดต้องทราบมั้ยจริงจร…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
293,4:53,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
294,4:54,,,,,[Speaker 1] ไม่ต้องทราบหรอกเพราะไม่มีแผลเยอะไม่ต้อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
295,4:55,,,,,[Speaker 1] ไม่ต้องทราบหรอกเพราะไม่มีแผลเยอะไม่ต้อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
296,4:56,,,,,[Speaker 1] ไม่ต้องทราบหรอกเพราะไม่มีแผลเยอะไม่ต้อง…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
297,4:57,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
298,4:58,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
299,4:59,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
300,5:00,,,,,[Speaker 1] ได้ครับ ก็ตามที่จำเป็น,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
301,5:01,,,,,[Speaker 1] ได้ครับ ก็ตามที่จำเป็น,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
302,5:02,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
303,5:03,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
304,5:04,,,,,,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
305,5:05,,,,,[Speaker 1] ไม่ต้องเอาอะไรไปใส่ ขอบคุณครับ ก็ของต่อ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
306,5:06,,,,,[Speaker 1] ไม่ต้องเอาอะไรไปใส่ ขอบคุณครับ ก็ของต่อ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
307,5:07,,,,,[Speaker 1] ไม่ต้องเอาอะไรไปใส่ ขอบคุณครับ ก็ของต่อ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
308,5:08,,,,,[Speaker 1] ไม่ต้องเอาอะไรไปใส่ ขอบคุณครับ ก็ของต่อ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
309,5:09,,,,,[Speaker 1] ไม่ต้องเอาอะไรไปใส่ ขอบคุณครับ ก็ของต่อ…,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
310,5:10,,,,,[Speaker 1] ต่อวาระที่ 45 เป็นวาระที่ 6 ต่อไปเลย,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
311,5:11,,,,,[Speaker 1] ต่อวาระที่ 45 เป็นวาระที่ 6 ต่อไปเลย,[Speaker 2] ไม่ ก็ อาจ จะ ก็ อาจ จะ บอก ว่า อาจ อาจ…,
312,5:12,,,,,,,
313,5:13,,,,,[Speaker 1] แต่โอเคที่ลืมได้ทำก็ถูกต้อง,,
314,5:14,,,,,[Speaker 1] แต่โอเคที่ลืมได้ทำก็ถูกต้อง,,
315,5:15,,,,,,,
316,5:16,,,,,[Speaker 2] ขอบคุณค่ะ,,
317,5:17,,,,,,,
318,5:18,,,,,[Speaker 2] จะจัดถอดถอนค่ะ,,
319,5:19,,,,,[Speaker 2] จะจัดถอดถอนค่ะ,,
320,5:20,,,,,[Speaker 2] จะจัดถอดถอนค่ะ,,
321,5:21,,,,,[Speaker 2] จะจัดถอดถอนค่ะ,,
322,5:22,,,,,[Speaker 2] เรียบร้อยเลย เออเนี่ยผมบอกว่า,,
323,5:23,,,,,[Speaker 2] เรียบร้อยเลย เออเนี่ยผมบอกว่า,,
324,5:24,,,,,[Speaker 1] มันตื่นเต้น การทำอะไรเนี่ยที่มันมีผลทาง…,,
325,5:25,,,,,[Speaker 1] มันตื่นเต้น การทำอะไรเนี่ยที่มันมีผลทาง…,,
326,5:26,,,,,[Speaker 1] มันตื่นเต้น การทำอะไรเนี่ยที่มันมีผลทาง…,,
327,5:27,,,,,,,
328,5:28,,,,,[Speaker 1] แล้วก็พยายามเนี่ยมันมีมีแก๊ปแก๊ปแก๊ปแก๊ป,,
329,5:29,,,,,[Speaker 1] แล้วก็พยายามเนี่ยมันมีมีแก๊ปแก๊ปแก๊ปแก๊ป,,
330,5:30,,,,,[Speaker 1] แล้วก็พยายามเนี่ยมันมีมีแก๊ปแก๊ปแก๊ปแก๊ป,,
331,5:31,,,,,,,
332,5:32,,,,,[Speaker 1] ทำให้อะไรๆมัน มีแผลนะ ไม่ต้องไปไล่เจ็บ,,
333,5:33,,,,,[Speaker 1] ทำให้อะไรๆมัน มีแผลนะ ไม่ต้องไปไล่เจ็บ,,
334,5:34,,,,,[Speaker 1] ทำให้อะไรๆมัน มีแผลนะ ไม่ต้องไปไล่เจ็บ,,
335,5:35,,,,,,,
336,5:36,,,,,[Speaker 1] ไล่กวดไล่นั่นเนี่ยมันแก้ไม่ได้ตามตารางก…,,
337,5:37,,,,,[Speaker 1] ไล่กวดไล่นั่นเนี่ยมันแก้ไม่ได้ตามตารางก…,,
338,5:38,,,,,[Speaker 1] ไล่กวดไล่นั่นเนี่ยมันแก้ไม่ได้ตามตารางก…,,
339,5:39,,,,,[Speaker 1] ไล่กวดไล่นั่นเนี่ยมันแก้ไม่ได้ตามตารางก…,,
340,5:40,,,,,[Speaker 1] ไล่กวดไล่นั่นเนี่ยมันแก้ไม่ได้ตามตารางก…,,
341,5:41,,,,,,,
342,5:42,,,,,,,
343,5:43,,,,,[Speaker 2] ค่ะ ขออนุญาตนะค่ะ ถัดไปวาระที่ 5 เรื่อง…,,
344,5:44,,,,,[Speaker 2] ค่ะ ขออนุญาตนะค่ะ ถัดไปวาระที่ 5 เรื่อง…,,
345,5:45,,,,,[Speaker 2] ค่ะ ขออนุญาตนะค่ะ ถัดไปวาระที่ 5 เรื่อง…,,
346,5:46,,,,,[Speaker 2] ค่ะ ขออนุญาตนะค่ะ ถัดไปวาระที่ 5 เรื่อง…,,
347,5:47,,,,,[Speaker 2] ค่ะ ขออนุญาตนะค่ะ ถัดไปวาระที่ 5 เรื่อง…,,
348,5:48,,,,,,,
349,5:49,,,,,,,
350,5:50,,,,,[Speaker 2] วาระที่ 6 เรื่องอื่นๆเนี่ย วันนี้พี่ปอม…,,
351,5:51,,,,,[Speaker 2] วาระที่ 6 เรื่องอื่นๆเนี่ย วันนี้พี่ปอม…,,
